/home/yubin/miniconda3/envs/torch/lib/python3.8/site-packages/torch/optim/lr_scheduler.py:129: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
classify loss is 0.13486552, angle loss is 0.00066505, iou loss is 0.20576023
Epoch is [298/600], mini-batch is [12/27], time consumption is 0.20201135, batch_loss is 0.34727624
classify loss is 0.13270372, angle loss is 0.00111268, iou loss is 0.24170937
Epoch is [298/600], mini-batch is [13/27], time consumption is 0.20343590, batch_loss is 0.38553992
classify loss is 0.13473272, angle loss is 0.00212901, iou loss is 0.21163422
Epoch is [298/600], mini-batch is [14/27], time consumption is 0.20375991, batch_loss is 0.36765701
classify loss is 0.10773981, angle loss is 0.00133106, iou loss is 0.18609905
Epoch is [298/600], mini-batch is [15/27], time consumption is 0.20287561, batch_loss is 0.30714947
classify loss is 0.14450121, angle loss is 0.00163984, iou loss is 0.29990557
Epoch is [298/600], mini-batch is [16/27], time consumption is 0.20199227, batch_loss is 0.46080518
classify loss is 0.12980294, angle loss is 0.00101332, iou loss is 0.24030274
Epoch is [298/600], mini-batch is [17/27], time consumption is 0.20572782, batch_loss is 0.38023892
classify loss is 0.16332203, angle loss is 0.00209717, iou loss is 0.32215104
Epoch is [298/600], mini-batch is [18/27], time consumption is 0.20303273, batch_loss is 0.50644481
classify loss is 0.12565482, angle loss is 0.00089145, iou loss is 0.26437408
Epoch is [298/600], mini-batch is [19/27], time consumption is 0.20489693, batch_loss is 0.39894339
classify loss is 0.10299528, angle loss is 0.00104998, iou loss is 0.19385675
Epoch is [298/600], mini-batch is [20/27], time consumption is 0.21360373, batch_loss is 0.30735183
classify loss is 0.11558205, angle loss is 0.00147012, iou loss is 0.22106266
Epoch is [298/600], mini-batch is [21/27], time consumption is 0.20215917, batch_loss is 0.35134593
classify loss is 0.14183003, angle loss is 0.00089321, iou loss is 0.23558401
Epoch is [298/600], mini-batch is [22/27], time consumption is 0.20315576, batch_loss is 0.38634616
classify loss is 0.14266753, angle loss is 0.00172539, iou loss is 0.23213558
Epoch is [298/600], mini-batch is [23/27], time consumption is 0.20470548, batch_loss is 0.39205700
classify loss is 0.19142073, angle loss is 0.04066169, iou loss is 0.34150699
Epoch is [298/600], mini-batch is [24/27], time consumption is 0.20040178, batch_loss is 0.93954462
classify loss is 0.10156631, angle loss is 0.00076969, iou loss is 0.19371101
Epoch is [298/600], mini-batch is [25/27], time consumption is 0.20004725, batch_loss is 0.30297428
classify loss is 0.15809184, angle loss is 0.00299690, iou loss is 0.27032995
Epoch is [298/600], mini-batch is [26/27], time consumption is 0.20281196, batch_loss is 0.45839083
classify loss is 0.10815674, angle loss is 0.00143998, iou loss is 0.21179762
Epoch is [298/600], mini-batch is [27/27], time consumption is 0.20185900, batch_loss is 0.33435419
epoch_loss is 0.38767557, epoch_time is 20.59982634
Mon May 23 17:55:26 2022
==================================================
classify loss is 0.12274504, angle loss is 0.00160831, iou loss is 0.19206575
Epoch is [299/600], mini-batch is [1/27], time consumption is 0.20704198, batch_loss is 0.33089384
classify loss is 0.10075635, angle loss is 0.00211133, iou loss is 0.20618732
Epoch is [299/600], mini-batch is [2/27], time consumption is 0.20462799, batch_loss is 0.32805693
classify loss is 0.09600562, angle loss is 0.00245124, iou loss is 0.20033585
Epoch is [299/600], mini-batch is [3/27], time consumption is 0.20191026, batch_loss is 0.32085383
classify loss is 0.12740773, angle loss is 0.00161447, iou loss is 0.19766152
Epoch is [299/600], mini-batch is [4/27], time consumption is 0.20627403, batch_loss is 0.34121400
classify loss is 0.12645268, angle loss is 0.00094627, iou loss is 0.20665345
Epoch is [299/600], mini-batch is [5/27], time consumption is 0.20200443, batch_loss is 0.34256887
classify loss is 0.11431426, angle loss is 0.00370670, iou loss is 0.18154235
Epoch is [299/600], mini-batch is [6/27], time consumption is 0.20601892, batch_loss is 0.33292362
classify loss is 0.14748675, angle loss is 0.00164008, iou loss is 0.21677037
Epoch is [299/600], mini-batch is [7/27], time consumption is 0.20256925, batch_loss is 0.38065788
classify loss is 0.16213793, angle loss is 0.00947827, iou loss is 0.32938430
Epoch is [299/600], mini-batch is [8/27], time consumption is 0.20117712, batch_loss is 0.58630490
classify loss is 0.14998549, angle loss is 0.00192339, iou loss is 0.23376684
Epoch is [299/600], mini-batch is [9/27], time consumption is 0.20377135, batch_loss is 0.40298620
classify loss is 0.10058814, angle loss is 0.00223497, iou loss is 0.18872933
Epoch is [299/600], mini-batch is [10/27], time consumption is 0.20415568, batch_loss is 0.31166720
classify loss is 0.15196002, angle loss is 0.00265987, iou loss is 0.25938296
Epoch is [299/600], mini-batch is [11/27], time consumption is 0.20638871, batch_loss is 0.43794164
classify loss is 0.14219487, angle loss is 0.00438968, iou loss is 0.24509959
Epoch is [299/600], mini-batch is [12/27], time consumption is 0.20486331, batch_loss is 0.43119127
classify loss is 0.13549703, angle loss is 0.00152316, iou loss is 0.20709182
Epoch is [299/600], mini-batch is [13/27], time consumption is 0.20576143, batch_loss is 0.35782051
classify loss is 0.13620889, angle loss is 0.00178310, iou loss is 0.23312867
Epoch is [299/600], mini-batch is [14/27], time consumption is 0.20241261, batch_loss is 0.38716853
classify loss is 0.13705403, angle loss is 0.00282395, iou loss is 0.21776071
Epoch is [299/600], mini-batch is [15/27], time consumption is 0.20606947, batch_loss is 0.38305426
classify loss is 0.15797764, angle loss is 0.00219645, iou loss is 0.23661986
Epoch is [299/600], mini-batch is [16/27], time consumption is 0.20283532, batch_loss is 0.41656196
classify loss is 0.15096897, angle loss is 0.00188753, iou loss is 0.23119925
Epoch is [299/600], mini-batch is [17/27], time consumption is 0.20408201, batch_loss is 0.40104353
classify loss is 0.15786320, angle loss is 0.00147822, iou loss is 0.26025090
Epoch is [299/600], mini-batch is [18/27], time consumption is 0.20877767, batch_loss is 0.43289626
classify loss is 0.14286584, angle loss is 0.00250985, iou loss is 0.23969680
Epoch is [299/600], mini-batch is [19/27], time consumption is 0.20298910, batch_loss is 0.40766114
classify loss is 0.11287105, angle loss is 0.00154092, iou loss is 0.20339906
Epoch is [299/600], mini-batch is [20/27], time consumption is 0.20468378, batch_loss is 0.33167934
classify loss is 0.11752880, angle loss is 0.00326974, iou loss is 0.20191103
Epoch is [299/600], mini-batch is [21/27], time consumption is 0.20517659, batch_loss is 0.35213718
classify loss is 0.14216566, angle loss is 0.00192797, iou loss is 0.28820887
Epoch is [299/600], mini-batch is [22/27], time consumption is 0.20998883, batch_loss is 0.44965428
classify loss is 0.12074536, angle loss is 0.00545656, iou loss is 0.20198193
Epoch is [299/600], mini-batch is [23/27], time consumption is 0.20167041, batch_loss is 0.37729293
classify loss is 0.09298575, angle loss is 0.00200804, iou loss is 0.19253361
Epoch is [299/600], mini-batch is [24/27], time consumption is 0.20327735, batch_loss is 0.30559975
classify loss is 0.14904714, angle loss is 0.00134234, iou loss is 0.25749999
Epoch is [299/600], mini-batch is [25/27], time consumption is 0.20468140, batch_loss is 0.41997054
classify loss is 0.10590160, angle loss is 0.00270891, iou loss is 0.17657170
Epoch is [299/600], mini-batch is [26/27], time consumption is 0.20464277, batch_loss is 0.30956239
classify loss is 0.10746700, angle loss is 0.00379993, iou loss is 0.20359689
Epoch is [299/600], mini-batch is [27/27], time consumption is 0.19916391, batch_loss is 0.34906316
epoch_loss is 0.37883059, epoch_time is 20.32588458
Mon May 23 17:55:46 2022
==================================================
classify loss is 0.10274696, angle loss is 0.00099383, iou loss is 0.17558126
Epoch is [300/600], mini-batch is [1/27], time consumption is 0.20774770, batch_loss is 0.28826654
classify loss is 0.15018779, angle loss is 0.00189447, iou loss is 0.22827066
Epoch is [300/600], mini-batch is [2/27], time consumption is 0.19962621, batch_loss is 0.39740312
classify loss is 0.14292014, angle loss is 0.00149412, iou loss is 0.22432518
Epoch is [300/600], mini-batch is [3/27], time consumption is 0.20530009, batch_loss is 0.38218656
classify loss is 0.11972535, angle loss is 0.00132534, iou loss is 0.20710123
Epoch is [300/600], mini-batch is [4/27], time consumption is 0.20582843, batch_loss is 0.34008002
classify loss is 0.11783743, angle loss is 0.00152541, iou loss is 0.17276554
Epoch is [300/600], mini-batch is [5/27], time consumption is 0.20402956, batch_loss is 0.30585703
classify loss is 0.11757737, angle loss is 0.00345439, iou loss is 0.21487844
Epoch is [300/600], mini-batch is [6/27], time consumption is 0.20299840, batch_loss is 0.36699975
classify loss is 0.12356091, angle loss is 0.00076881, iou loss is 0.18243469
Epoch is [300/600], mini-batch is [7/27], time consumption is 0.20601678, batch_loss is 0.31368375
classify loss is 0.12194735, angle loss is 0.00130915, iou loss is 0.20367935
Epoch is [300/600], mini-batch is [8/27], time consumption is 0.20659351, batch_loss is 0.33871824
classify loss is 0.13380200, angle loss is 0.00128896, iou loss is 0.26548129
Epoch is [300/600], mini-batch is [9/27], time consumption is 0.20309949, batch_loss is 0.41217288
classify loss is 0.12768269, angle loss is 0.00111982, iou loss is 0.19510457
Epoch is [300/600], mini-batch is [10/27], time consumption is 0.20448565, batch_loss is 0.33398545
classify loss is 0.13326102, angle loss is 0.00137533, iou loss is 0.21270065
Epoch is [300/600], mini-batch is [11/27], time consumption is 0.20412922, batch_loss is 0.35971496
classify loss is 0.14275116, angle loss is 0.00179050, iou loss is 0.21180911
Epoch is [300/600], mini-batch is [12/27], time consumption is 0.20602989, batch_loss is 0.37246525
classify loss is 0.12168139, angle loss is 0.00124900, iou loss is 0.24458790
Epoch is [300/600], mini-batch is [13/27], time consumption is 0.20302868, batch_loss is 0.37875932
classify loss is 0.11758602, angle loss is 0.00176911, iou loss is 0.18806846
Epoch is [300/600], mini-batch is [14/27], time consumption is 0.20423746, batch_loss is 0.32334560
classify loss is 0.10293621, angle loss is 0.00080138, iou loss is 0.16565394
Epoch is [300/600], mini-batch is [15/27], time consumption is 0.20237589, batch_loss is 0.27660394
classify loss is 0.12655449, angle loss is 0.00124170, iou loss is 0.19219175
Epoch is [300/600], mini-batch is [16/27], time consumption is 0.20407724, batch_loss is 0.33116329
classify loss is 0.13691944, angle loss is 0.00242319, iou loss is 0.20231777
Epoch is [300/600], mini-batch is [17/27], time consumption is 0.20353818, batch_loss is 0.36346909
classify loss is 0.17738748, angle loss is 0.00423306, iou loss is 0.24210139
Epoch is [300/600], mini-batch is [18/27], time consumption is 0.20488667, batch_loss is 0.46181941
classify loss is 0.12191612, angle loss is 0.00104842, iou loss is 0.18684189
Epoch is [300/600], mini-batch is [19/27], time consumption is 0.20514750, batch_loss is 0.31924218
classify loss is 0.15674114, angle loss is 0.00134712, iou loss is 0.21085475
Epoch is [300/600], mini-batch is [20/27], time consumption is 0.20581031, batch_loss is 0.38106710
classify loss is 0.11792755, angle loss is 0.00100009, iou loss is 0.24073708
Epoch is [300/600], mini-batch is [21/27], time consumption is 0.20006561, batch_loss is 0.36866549
classify loss is 0.11000866, angle loss is 0.00158953, iou loss is 0.18674457
Epoch is [300/600], mini-batch is [22/27], time consumption is 0.20432878, batch_loss is 0.31264850
classify loss is 0.11987352, angle loss is 0.00191352, iou loss is 0.19605410
Epoch is [300/600], mini-batch is [23/27], time consumption is 0.20514321, batch_loss is 0.33506283
classify loss is 0.13842177, angle loss is 0.00059323, iou loss is 0.19956023
Epoch is [300/600], mini-batch is [24/27], time consumption is 0.20244908, batch_loss is 0.34391430
classify loss is 0.10917008, angle loss is 0.00078993, iou loss is 0.16947913
Epoch is [300/600], mini-batch is [25/27], time consumption is 0.20294523, batch_loss is 0.28654853
classify loss is 0.15363288, angle loss is 0.00126755, iou loss is 0.27827695
Epoch is [300/600], mini-batch is [26/27], time consumption is 0.20349717, batch_loss is 0.44458532
classify loss is 0.11800486, angle loss is 0.00104330, iou loss is 0.17113112
Epoch is [300/600], mini-batch is [27/27], time consumption is 0.20238590, batch_loss is 0.29956895
epoch_loss is 0.34955546, epoch_time is 20.49534464
Mon May 23 17:56:06 2022
==================================================
classify loss is 0.10335487, angle loss is 0.00094697, iou loss is 0.19701527
Epoch is [301/600], mini-batch is [1/27], time consumption is 0.21047592, batch_loss is 0.30983981
classify loss is 0.13642055, angle loss is 0.00069772, iou loss is 0.20341033
Epoch is [301/600], mini-batch is [2/27], time consumption is 0.19930053, batch_loss is 0.34680805
classify loss is 0.09687001, angle loss is 0.00065788, iou loss is 0.13788764
Epoch is [301/600], mini-batch is [3/27], time consumption is 0.20476866, batch_loss is 0.24133646
classify loss is 0.13958549, angle loss is 0.00096191, iou loss is 0.22900495
Epoch is [301/600], mini-batch is [4/27], time consumption is 0.20020700, batch_loss is 0.37820959
classify loss is 0.16171831, angle loss is 0.00063701, iou loss is 0.22595453
Epoch is [301/600], mini-batch is [5/27], time consumption is 0.20511746, batch_loss is 0.39404297
classify loss is 0.13449872, angle loss is 0.00096999, iou loss is 0.20726563
Epoch is [301/600], mini-batch is [6/27], time consumption is 0.20203924, batch_loss is 0.35146421
classify loss is 0.10906518, angle loss is 0.00085910, iou loss is 0.17744613
Epoch is [301/600], mini-batch is [7/27], time consumption is 0.20174551, batch_loss is 0.29510224
classify loss is 0.13973540, angle loss is 0.00086501, iou loss is 0.20378955
Epoch is [301/600], mini-batch is [8/27], time consumption is 0.20136428, batch_loss is 0.35217506
classify loss is 0.11595893, angle loss is 0.00119781, iou loss is 0.17654322
Epoch is [301/600], mini-batch is [9/27], time consumption is 0.20576096, batch_loss is 0.30448020
classify loss is 0.13219386, angle loss is 0.00117443, iou loss is 0.19972433
Epoch is [301/600], mini-batch is [10/27], time consumption is 0.20392895, batch_loss is 0.34366244
classify loss is 0.10168546, angle loss is 0.00069374, iou loss is 0.15887140
Epoch is [301/600], mini-batch is [11/27], time consumption is 0.20104814, batch_loss is 0.26749420
classify loss is 0.11520660, angle loss is 0.00079586, iou loss is 0.19444767
Epoch is [301/600], mini-batch is [12/27], time consumption is 0.20031118, batch_loss is 0.31761292
classify loss is 0.10355991, angle loss is 0.00114977, iou loss is 0.18456742
